Provinsi,Tahun,Jalur,Tahap,Sekolah,Jurusan,Indikator,Nilai Akhir
Yogyakarta,2018,-,-,SMAN 6 Yogyakarta,IPS,Rata - Rata,344.8
Yogyakarta,2018,-,-,SMAN 7 Yogyakarta,IPA,Terendah,279.5
Yogyakarta,2018,-,-,SMAN 7 Yogyakarta,IPA,Tertinggi,377.0
Yogyakarta,2018,-,-,SMAN 7 Yogyakarta,IPA,Rata - Rata,344.13
Yogyakarta,2018,-,-,SMAN 7 Yogyakarta,IPS,Terendah,326.0
Yogyakarta,2018,-,-,SMAN 7 Yogyakarta,IPS,Tertinggi,361.5
Yogyakarta,2018,-,-,SMAN 7 Yogyakarta,IPS,Rata - Rata,333.59
Yogyakarta,2018,-,-,SMAN 8 Yogyakarta,IPA,Terendah,310.5
Yogyakarta,2018,-,-,SMAN 8 Yogyakarta,IPA,Tertinggi,383.5
Yogyakarta,2018,-,-,SMAN 8 Yogyakarta,IPA,Rata - Rata,363.34
Yogyakarta,2018,-,-,SMAN 8 Yogyakarta,IPS,Terendah,304.0
Yogyakarta,2018,-,-,SMAN 8 Yogyakarta,IPS,Tertinggi,377.0
Yogyakarta,2018,-,-,SMAN 8 Yogyakarta,IPS,Rata - Rata,355.2
Yogyakarta,2018,-,-,SMAN 9 Yogyakarta,IPA,Terendah,245.5
Yogyakarta,2018,-,-,SMAN 9 Yogyakarta,IPA,Tertinggi,378.0
Yogyakarta,2018,-,-,SMAN 9 Yogyakarta,IPA,Rata - Rata,349.25
Yogyakarta,2018,-,-,SMAN 9 Yogyakarta,IPS,Terendah,281.5
Yogyakarta,2018,-,-,SMAN 9 Yogyakarta,IPS,Tertinggi,366.5
Yogyakarta,2018,-,-,SMAN 9 Yogyakarta,IPS,Rata - Rata,337.53
Yogyakarta,2018,-,-,SMAN 10 Yogyakarta,IPA,Terendah,313.5
Yogyakarta,2018,-,-,SMAN 10 Yogyakarta,IPA,Tertinggi,358.0
Yogyakarta,2018,-,-,SMAN 10 Yogyakarta,IPA,Rata - Rata,324.17
Yogyakarta,2018,-,-,SMAN 10 Yogyakarta,IPS,Terendah,165.0
Yogyakarta,2018,-,-,SMAN 10 Yogyakarta,IPS,Tertinggi,342.0
Yogyakarta,2018,-,-,SMAN 10 Yogyakarta,IPS,Rata - Rata,312.31
Yogyakarta,2018,-,-,SMAN 11 Yogyakarta,IPA,Terendah,325.0
Yogyakarta,2018,-,-,SMAN 11 Yogyakarta,IPA,Tertinggi,371.0
Yogyakarta,2018,-,-,SMAN 11 Yogyakarta,IPA,Rata - Rata,335.82
Yogyakarta,2018,-,-,SMAN 11 Yogyakarta,IPS,Terendah,189.0
Yogyakarta,2018,-,-,SMAN 11 Yogyakarta,IPS,Tertinggi,358.0
Yogyakarta,2018,-,-,SMAN 11 Yogyakarta,IPS,Rata - Rata,320.9
Yogyakarta,2018,-,-,SMAN 1 Sewon,IPA,Terendah,250.0
Yogyakarta,2018,-,-,SMAN 1 Sewon,IPA,Tertinggi,369.5
Yogyakarta,2018,-,-,SMAN 1 Sewon,IPA,Rata - Rata,319.66
Yogyakarta,2018,-,-,SMAN 1 Sewon,IPS,Terendah,294.5
Yogyakarta,2018,-,-,SMAN 1 Sewon,IPS,Tertinggi,344.0
Yogyakarta,2018,-,-,SMAN 1 Sewon,IPS,Rata - Rata,309.24
Yogyakarta,2018,-,-,SMAN 1 Sedayu,IPA,Terendah,269.5
Yogyakarta,2018,-,-,SMAN 1 Sedayu,IPA,Tertinggi,360.5
Yogyakarta,2018,-,-,SMAN 1 Sedayu,IPA,Rata - Rata,301.75
Yogyakarta,2018,-,-,SMAN 1 Sedayu,IPS,Terendah,246.0
Yogyakarta,2018,-,-,SMAN 1 Sedayu,IPS,Tertinggi,347.0
Yogyakarta,2018,-,-,SMAN 1 Sedayu,IPS,Rata - Rata,266.75
Yogyakarta,2018,-,-,SMAN 1 Sedayu,Bahasa,Terendah,238.0
Yogyakarta,2018,-,-,SMAN 1 Sedayu,Bahasa,Tertinggi,314.0
Yogyakarta,2018,-,-,SMAN 1 Sedayu,Bahasa,Rata - Rata,253.31
Yogyakarta,2018,-,-,SMAN 1 Sanden,IPA,Terendah,345.0
Yogyakarta,2018,-,-,SMAN 1 Sanden,IPA,Tertinggi,374.0
Yogyakarta,2018,-,-,SMAN 1 Sanden,IPA,Rata - Rata,357.03
Yogyakarta,2018,-,-,SMAN 1 Sanden,IPS,Terendah,325.5
Yogyakarta,2018,-,-,SMAN 1 Sanden,IPS,Tertinggi,344.5
Yogyakarta,2018,-,-,SMAN 1 Sanden,IPS,Rata - Rata,335.75
Yogyakarta,2018,-,-,SMAN 1 Sanden,Bahasa,Terendah,271.0
Yogyakarta,2018,-,-,SMAN 1 Sanden,Bahasa,Tertinggi,337.0
Yogyakarta,2018,-,-,SMAN 1 Sanden,Bahasa,Rata - Rata,295.13
Yogyakarta,2018,-,-,SMAN 1 Pundong,IPA,Terendah,314.5
Yogyakarta,2018,-,-,SMAN 1 Pundong,IPA,Tertinggi,364.5
Yogyakarta,2018,-,-,SMAN 1 Pundong,IPA,Rata - Rata,331.69
Yogyakarta,2018,-,-,SMAN 1 Pundong,IPS,Terendah,274.0
Yogyakarta,2018,-,-,SMAN 1 Pundong,IPS,Tertinggi,343.5
Yogyakarta,2018,-,-,SMAN 1 Pundong,IPS,Rata - Rata,295.17
Yogyakarta,2018,-,-,SMAN 1 Pleret,IPA,Terendah,254.0
Yogyakarta,2018,-,-,SMAN 1 Pleret,IPA,Tertinggi,329.5
Yogyakarta,2018,-,-,SMAN 1 Pleret,IPA,Rata - Rata,277.38
Yogyakarta,2018,-,-,SMAN 1 Pleret,IPS,Terendah,259.5
Yogyakarta,2018,-,-,SMAN 1 Pleret,IPS,Tertinggi,305.0
Yogyakarta,2018,-,-,SMAN 1 Pleret,IPS,Rata - Rata,271.35
Yogyakarta,2018,-,-,SMAN 1 Piyungan,IPA,Terendah,249.0
Yogyakarta,2018,-,-,SMAN 1 Piyungan,IPA,Tertinggi,326.0
Yogyakarta,2018,-,-,SMAN 1 Piyungan,IPA,Rata - Rata,272.96
Yogyakarta,2018,-,-,SMAN 1 Piyungan,IPS,Terendah,241.5
Yogyakarta,2018,-,-,SMAN 1 Piyungan,IPS,Tertinggi,298.5
Yogyakarta,2018,-,-,SMAN 1 Piyungan,IPS,Rata - Rata,259.87
Yogyakarta,2018,-,-,SMAN 1 Pajangan,IPA,Terendah,240.0
Yogyakarta,2018,-,-,SMAN 1 Pajangan,IPA,Tertinggi,326.5
Yogyakarta,2018,-,-,SMAN 1 Pajangan,IPA,Rata - Rata,268.99
Yogyakarta,2018,-,-,SMAN 1 Pajangan,IPS,Terendah,226.0
Yogyakarta,2018,-,-,SMAN 1 Pajangan,IPS,Tertinggi,306.0
Yogyakarta,2018,-,-,SMAN 1 Pajangan,IPS,Rata - Rata,245.9
Yogyakarta,2018,-,-,SMAN 1 Kretek,IPA,Terendah,216.0
Yogyakarta,2018,-,-,SMAN 1 Kretek,IPA,Tertinggi,297.0
Yogyakarta,2018,-,-,SMAN 1 Kretek,IPA,Rata - Rata,258.45
Yogyakarta,2018,-,-,SMAN 1 Kretek,IPS,Terendah,212.5
Yogyakarta,2018,-,-,SMAN 1 Kretek,IPS,Tertinggi,273.0
Yogyakarta,2018,-,-,SMAN 1 Kretek,IPS,Rata - Rata,237.94
Yogyakarta,2018,-,-,SMAN 1 Srandakan,IPA,Terendah,225.5
Yogyakarta,2018,-,-,SMAN 1 Srandakan,IPA,Tertinggi,343.0
Yogyakarta,2018,-,-,SMAN 1 Srandakan,IPA,Rata - Rata,300.88
Yogyakarta,2018,-,-,SMAN 1 Srandakan,IPS,Terendah,224.5
Yogyakarta,2018,-,-,SMAN 1 Srandakan,IPS,Tertinggi,309.5
Yogyakarta,2018,-,-,SMAN 1 Srandakan,IPS,Rata - Rata,247.64
Yogyakarta,2018,-,-,SMAN 2 Banguntapan,IPA,Terendah,270.5
Yogyakarta,2018,-,-,SMAN 2 Banguntapan,IPA,Tertinggi,352.5
Yogyakarta,2018,-,-,SMAN 2 Banguntapan,IPA,Rata - Rata,310.25
Yogyakarta,2018,-,-,SMAN 2 Banguntapan,IPS,Terendah,283.0
Yogyakarta,2018,-,-,SMAN 2 Banguntapan,IPS,Tertinggi,326.0
Yogyakarta,2018,-,-,SMAN 2 Banguntapan,IPS,Rata - Rata,291.29
Yogyakarta,2018,-,-,SMAN 1 Dlingo,IPA,Terendah,175.5
Yogyakarta,2018,-,-,SMAN 1 Dlingo,IPA,Tertinggi,340.0
Yogyakarta,2018,-,-,SMAN 1 Dlingo,IPA,Rata - Rata,250.42
Yogyakarta,2018,-,-,SMAN 1 Dlingo,IPS,Terendah,129.0
Yogyakarta,2018,-,-,SMAN 1 Dlingo,IPS,Tertinggi,276.0
Yogyakarta,2018,-,-,SMAN 1 Dlingo,IPS,Rata - Rata,199.46
Yogyakarta,2018,-,-,SMAN 3 Bantul,IPA,Terendah,274.0
Yogyakarta,2018,-,-,SMAN 3 Bantul,IPA,Tertinggi,334.5
Yogyakarta,2018,-,-,SMAN 3 Bantul,IPA,Rata - Rata,305.19
Yogyakarta,2018,-,-,SMAN 3 Bantul,IPS,Terendah,263.5
Yogyakarta,2018,-,-,SMAN 3 Bantul,IPS,Tertinggi,316.5
Yogyakarta,2018,-,-,SMAN 3 Bantul,IPS,Rata - Rata,281.21
Yogyakarta,2018,-,-,SMAN 1 Kasihan,IPA,Terendah,303.5
Yogyakarta,2018,-,-,SMAN 1 Kasihan,IPA,Tertinggi,361.0
Yogyakarta,2018,-,-,SMAN 1 Kasihan,IPA,Rata - Rata,323.2
Yogyakarta,2018,-,-,SMAN 1 Kasihan,IPS,Terendah,225.5
Yogyakarta,2018,-,-,SMAN 1 Kasihan,IPS,Tertinggi,341.5
Yogyakarta,2018,-,-,SMAN 1 Kasihan,IPS,Rata - Rata,310.0
Yogyakarta,2018,-,-,SMAN 1 Jetis,IPA,Terendah,246.0
Yogyakarta,2018,-,-,SMAN 1 Jetis,IPA,Tertinggi,364.5
Yogyakarta,2018,-,-,SMAN 1 Jetis,IPA,Rata - Rata,315.05
Yogyakarta,2018,-,-,SMAN 1 Jetis,IPS,Terendah,272.5
Yogyakarta,2018,-,-,SMAN 1 Jetis,IPS,Tertinggi,364.0
Yogyakarta,2018,-,-,SMAN 1 Jetis,IPS,Rata - Rata,294.17
Yogyakarta,2018,-,-,SMAN 1 Imogiri,IPA,Terendah,232.5
Yogyakarta,2018,-,-,SMAN 1 Imogiri,IPA,Tertinggi,351.5
Yogyakarta,2018,-,-,SMAN 1 Imogiri,IPA,Rata - Rata,277.42
Yogyakarta,2018,-,-,SMAN 1 Imogiri,IPS,Terendah,238.0
Yogyakarta,2018,-,-,SMAN 1 Imogiri,IPS,Tertinggi,321.5
Yogyakarta,2018,-,-,SMAN 1 Imogiri,IPS,Rata - Rata,253.62
Yogyakarta,2018,-,-,SMAN 1 Banguntapan,IPA,Terendah,306.5
Yogyakarta,2018,-,-,SMAN 1 Banguntapan,IPA,Tertinggi,371.5
Yogyakarta,2018,-,-,SMAN 1 Banguntapan,IPA,Rata - Rata,335.99
Yogyakarta,2018,-,-,SMAN 1 Banguntapan,IPS,Terendah,302.5
Yogyakarta,2018,-,-,SMAN 1 Banguntapan,IPS,Tertinggi,351.0
Yogyakarta,2018,-,-,SMAN 1 Banguntapan,IPS,Rata - Rata,315.15
Yogyakarta,2018,-,-,SMAN 1 Bambanglipuro,IPA,Terendah,292.5
Yogyakarta,2018,-,-,SMAN 1 Bambanglipuro,IPA,Tertinggi,360.0
Yogyakarta,2018,-,-,SMAN 1 Bambanglipuro,IPA,Rata - Rata,312.96
Yogyakarta,2018,-,-,SMAN 1 Bambanglipuro,IPS,Terendah,250.0
Yogyakarta,2018,-,-,SMAN 1 Bambanglipuro,IPS,Tertinggi,321.0
Yogyakarta,2018,-,-,SMAN 1 Bambanglipuro,IPS,Rata - Rata,269.33
Yogyakarta,2018,-,-,SMAN 1 Wates,IPA,Terendah,309.0
Yogyakarta,2018,-,-,SMAN 1 Wates,IPA,Tertinggi,380.5
Yogyakarta,2018,-,-,SMAN 1 Wates,IPA,Rata - Rata,342.51
Yogyakarta,2018,-,-,SMAN 1 Wates,IPS,Terendah,283.0
Yogyakarta,2018,-,-,SMAN 1 Wates,IPS,Tertinggi,357.0
Yogyakarta,2018,-,-,SMAN 1 Wates,IPS,Rata - Rata,311.75
Yogyakarta,2018,-,-,SMAN 1 Sentolo,IPA,Terendah,199.5
Yogyakarta,2018,-,-,SMAN 1 Sentolo,IPA,Tertinggi,361.5
Yogyakarta,2018,-,-,SMAN 1 Sentolo,IPA,Rata - Rata,295.38
Yogyakarta,2018,-,-,SMAN 1 Sentolo,IPS,Terendah,184.5
Yogyakarta,2018,-,-,SMAN 1 Sentolo,IPS,Tertinggi,325.0
Yogyakarta,2018,-,-,SMAN 1 Sentolo,IPS,Rata - Rata,235.94
Yogyakarta,2018,-,-,SMAN 1 Galur,IPA,Terendah,234.0
Yogyakarta,2018,-,-,SMAN 1 Galur,IPA,Tertinggi,361.0
Yogyakarta,2018,-,-,SMAN 1 Galur,IPA,Rata - Rata,264.35
Yogyakarta,2018,-,-,SMAN 1 Galur,IPS,Terendah,204.5
Yogyakarta,2018,-,-,SMAN 1 Galur,IPS,Tertinggi,272.5
Yogyakarta,2018,-,-,SMAN 1 Galur,IPS,Rata - Rata,228.56
Yogyakarta,2018,-,-,SMAN 1 Girimulyo,IPA,Terendah,192.5
Yogyakarta,2018,-,-,SMAN 1 Girimulyo,IPA,Tertinggi,345.0
Yogyakarta,2018,-,-,SMAN 1 Girimulyo,IPA,Rata - Rata,228.81
Yogyakarta,2018,-,-,SMAN 1 Girimulyo,IPS,Terendah,142.0
Yogyakarta,2018,-,-,SMAN 1 Girimulyo,IPS,Tertinggi,277.5
Yogyakarta,2018,-,-,SMAN 1 Girimulyo,IPS,Rata - Rata,205.52
Yogyakarta,2018,-,-,SMAN 1 Kalibawang,IPA,Terendah,205.5
Yogyakarta,2018,-,-,SMAN 1 Kalibawang,IPA,Tertinggi,339.5
Yogyakarta,2018,-,-,SMAN 1 Kalibawang,IPA,Rata - Rata,262.93
Yogyakarta,2018,-,-,SMAN 1 Kalibawang,IPS,Terendah,141.0
Yogyakarta,2018,-,-,SMAN 1 Kalibawang,IPS,Tertinggi,261.5
Yogyakarta,2018,-,-,SMAN 1 Kalibawang,IPS,Rata - Rata,191.69
Yogyakarta,2018,-,-,SMAN 1 Kokap,IPA,Terendah,132.0
Yogyakarta,2018,-,-,SMAN 1 Kokap,IPA,Tertinggi,324.5
Yogyakarta,2018,-,-,SMAN 1 Kokap,IPA,Rata - Rata,250.14
Yogyakarta,2018,-,-,SMAN 1 Kokap,IPS,Terendah,128.5
Yogyakarta,2018,-,-,SMAN 1 Kokap,IPS,Tertinggi,299.5
Yogyakarta,2018,-,-,SMAN 1 Kokap,IPS,Rata - Rata,209.91
Yogyakarta,2018,-,-,SMAN 1 Lendah,IPA,Terendah,273.0
Yogyakarta,2018,-,-,SMAN 1 Lendah,IPA,Tertinggi,350.0
Yogyakarta,2018,-,-,SMAN 1 Lendah,IPA,Rata - Rata,302.28
Yogyakarta,2018,-,-,SMAN 1 Lendah,IPS,Terendah,244.0
Yogyakarta,2018,-,-,SMAN 1 Lendah,IPS,Tertinggi,317.0
Yogyakarta,2018,-,-,SMAN 1 Lendah,IPS,Rata - Rata,260.87
Yogyakarta,2018,-,-,SMAN 1 Pengasih,IPA,Terendah,260.0
Yogyakarta,2018,-,-,SMAN 1 Pengasih,IPA,Tertinggi,361.5
Yogyakarta,2018,-,-,SMAN 1 Pengasih,IPA,Rata - Rata,295.67
Yogyakarta,2018,-,-,SMAN 1 Pengasih,IPS,Terendah,233.5
Yogyakarta,2018,-,-,SMAN 1 Pengasih,IPS,Tertinggi,346.5
Yogyakarta,2018,-,-,SMAN 1 Pengasih,IPS,Rata - Rata,275.27
Yogyakarta,2018,-,-,SMAN 1 Samigaluh,IPA,Terendah,146.0
Yogyakarta,2018,-,-,SMAN 1 Samigaluh,IPA,Tertinggi,362.0
Yogyakarta,2018,-,-,SMAN 1 Samigaluh,IPA,Rata - Rata,215.97
Yogyakarta,2018,-,-,SMAN 1 Samigaluh,IPS,Terendah,147.0
Yogyakarta,2018,-,-,SMAN 1 Samigaluh,IPS,Tertinggi,326.5
Yogyakarta,2018,-,-,SMAN 1 Samigaluh,IPS,Rata - Rata,203.05
Yogyakarta,2018,-,-,SMAN 1 Semin,IPA,Terendah,258.5
Yogyakarta,2018,-,-,SMAN 1 Semin,IPA,Tertinggi,361.0
Yogyakarta,2018,-,-,SMAN 1 Semin,IPA,Rata - Rata,298.76
Yogyakarta,2018,-,-,SMAN 1 Semin,IPS,Terendah,229.5
Yogyakarta,2018,-,-,SMAN 1 Semin,IPS,Tertinggi,330.5
Yogyakarta,2018,-,-,SMAN 1 Semin,IPS,Rata - Rata,252.22
Yogyakarta,2018,-,-,SMAN 1 Semanu,IPA,Terendah,155.0
Yogyakarta,2018,-,-,SMAN 1 Semanu,IPA,Tertinggi,303.5
Yogyakarta,2018,-,-,SMAN 1 Semanu,IPA,Rata - Rata,224.11
Yogyakarta,2018,-,-,SMAN 1 Semanu,IPS,Terendah,171.0
Yogyakarta,2018,-,-,SMAN 1 Semanu,IPS,Tertinggi,337.5
Yogyakarta,2018,-,-,SMAN 1 Semanu,IPS,Rata - Rata,215.51
Yogyakarta,2018,-,-,SMAN 1 Rongkop,IPA,Terendah,190.0
Yogyakarta,2018,-,-,SMAN 1 Rongkop,IPA,Tertinggi,341.0
Yogyakarta,2018,-,-,SMAN 1 Rongkop,IPA,Rata - Rata,269.33
Yogyakarta,2018,-,-,SMAN 1 Rongkop,IPS,Terendah,105.5
Yogyakarta,2018,-,-,SMAN 1 Rongkop,IPS,Tertinggi,277.5
Yogyakarta,2018,-,-,SMAN 1 Rongkop,IPS,Rata - Rata,196.12
Yogyakarta,2018,-,-,SMAN 1 Playen,IPA,Terendah,156.5
Yogyakarta,2018,-,-,SMAN 1 Playen,IPA,Tertinggi,355.5
Yogyakarta,2018,-,-,SMAN 1 Playen,IPA,Rata - Rata,268.78
Yogyakarta,2018,-,-,SMAN 1 Playen,IPS,Terendah,139.5
Yogyakarta,2018,-,-,SMAN 1 Playen,IPS,Tertinggi,321.0
Yogyakarta,2018,-,-,SMAN 1 Playen,IPS,Rata - Rata,204.93
Yogyakarta,2018,-,-,SMAN 1 Panggang,IPA,Terendah,182.0
Yogyakarta,2018,-,-,SMAN 1 Panggang,IPA,Tertinggi,343.0
Yogyakarta,2018,-,-,SMAN 1 Panggang,IPA,Rata - Rata,259.65
Yogyakarta,2018,-,-,SMAN 1 Panggang,IPS,Terendah,202.0
Yogyakarta,2018,-,-,SMAN 1 Panggang,IPS,Tertinggi,301.0
Yogyakarta,2018,-,-,SMAN 1 Panggang,IPS,Rata - Rata,234.83
Yogyakarta,2018,-,-,SMAN 1 Karangmojo,IPA,Terendah,278.0
Yogyakarta,2018,-,-,SMAN 1 Karangmojo,IPA,Tertinggi,360.5
Yogyakarta,2018,-,-,SMAN 1 Karangmojo,IPA,Rata - Rata,315.52
Yogyakarta,2018,-,-,SMAN 1 Karangmojo,IPS,Terendah,217.0
Yogyakarta,2018,-,-,SMAN 1 Karangmojo,IPS,Tertinggi,310.0
Yogyakarta,2018,-,-,SMAN 1 Karangmojo,IPS,Rata - Rata,255.51
Yogyakarta,2018,-,-,SMAN 2 Playen,IPA,Terendah,247.0
Yogyakarta,2018,-,-,SMAN 2 Playen,IPA,Tertinggi,375.5
Yogyakarta,2018,-,-,SMAN 2 Playen,IPA,Rata - Rata,303.02
Yogyakarta,2018,-,-,SMAN 2 Playen,IPS,Terendah,161.5
Yogyakarta,2018,-,-,SMAN 2 Playen,IPS,Tertinggi,352.0
Yogyakarta,2018,-,-,SMAN 2 Playen,IPS,Rata - Rata,239.18
Yogyakarta,2018,-,-,SMAN 2 Wonosari,IPA,Terendah,245.0
Yogyakarta,2018,-,-,SMAN 2 Wonosari,IPA,Tertinggi,368.0
Yogyakarta,2018,-,-,SMAN 2 Wonosari,IPA,Rata - Rata,320.27
Yogyakarta,2018,-,-,SMAN 2 Wonosari,IPS,Terendah,247.5
Yogyakarta,2018,-,-,SMAN 2 Wonosari,IPS,Tertinggi,358.0
Yogyakarta,2018,-,-,SMAN 2 Wonosari,IPS,Rata - Rata,283.03
Yogyakarta,2018,-,-,SMAN 2 Wonosari,Bahasa,Terendah,208.5
